Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
-0.38888888888888884,0,-0.4491525423728814,-0.4583333333333333,0.5,-0.5,-0.5
-0.2777777777777779,0.04166666666666652,-0.3813559322033898,-0.3333333333333333,0.5,-0.5,-0.5
-0.36111111111111116,0.08333333333333326,-0.3474576271186441,-0.4583333333333333,0.5,-0.5,-0.5
-0.24999999999999994,0.08333333333333326,-0.4322033898305085,-0.4583333333333333,0.5,-0.5,-0.5
0.08333333333333337,0,0.09322033898305082,0.08333333333333337,-0.5,0.5,-0.5
-0.16666666666666669,-0.3750000000000001,0.008474576271186418,0,-0.5,0.5,-0.5
-0.3333333333333332,-0.33333333333333337,-0.11016949152542377,-0.125,-0.5,0.5,-0.5
-0.05555555555555547,-0.08333333333333337,0.0423728813559322,0.08333333333333337,-0.5,0.5,-0.5
-1.1102230246251565e-16,-0.1666666666666668,0.008474576271186418,0,-0.5,0.5,-0.5
0.13888888888888873,-0.08333333333333337,0.07627118644067798,0.04166666666666663,-0.5,0.5,-0.5
0.1944444444444443,-0.1666666666666668,0.14406779661016944,0.04166666666666663,-0.5,0.5,-0.5
-0.02777777777777779,-0.20833333333333331,0.19491525423728806,0.125,-0.5,0.5,-0.5
-0.02777777777777779,0.08333333333333326,0.09322033898305082,0.125,-0.5,0.5,-0.5
0.02777777777777779,-0.1250000000000001,0.05932203389830504,0,-0.5,0.5,-0.5
-0.11111111111111105,-0.1666666666666668,0.025423728813559254,0,-0.5,0.5,-0.5
0.11111111111111105,-0.08333333333333337,0.31355932203389825,0.3750000000000001,-0.5,-0.5,0.5
-0.02777777777777779,-0.41666666666666663,0.17796610169491522,0.08333333333333337,-0.5,-0.5,0.5
0.2222222222222222,0,0.2966101694915254,0.41666666666666663,-0.5,-0.5,0.5
0.16666666666666663,0.04166666666666652,0.2966101694915254,0.33333333333333337,-0.5,-0.5,0.5
0.3055555555555556,0,0.34745762711864403,0.20833333333333337,-0.5,-0.5,0.5
0.02777777777777779,-0.1666666666666668,0.14406779661016944,0.20833333333333337,-0.5,-0.5,0.5
0.3055555555555556,-0.08333333333333337,0.31355932203389825,0.125,-0.5,-0.5,0.5
0.36111111111111116,-0.1666666666666668,0.36440677966101687,0.25,-0.5,-0.5,0.5
0.2222222222222222,-0.041666666666666685,0.2457627118644068,0.33333333333333337,-0.5,-0.5,0.5
0.2222222222222222,-0.041666666666666685,0.19491525423728806,0.41666666666666663,-0.5,-0.5,0.5
-0.08333333333333337,-0.20833333333333331,0.19491525423728806,0.25,-0.5,-0.5,0.5
0.16666666666666663,-0.08333333333333337,0.211864406779661,0.41666666666666663,-0.5,-0.5,0.5
-0.05555555555555547,-0.08333333333333337,0.19491525423728806,0.20833333333333337,-0.5,-0.5,0.5
