Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
-0.26470588235294124,0.09090909090909083,-0.4322033898305085,-0.4583333333333333,0.5,-0.5,-0.5
-0.32352941176470573,-0.13636363636363646,-0.4322033898305085,-0.4583333333333333,0.5,-0.5,-0.5
-0.3823529411764705,-0.04545454545454547,-0.4491525423728814,-0.4583333333333333,0.5,-0.5,-0.5
-0.41176470588235303,-0.090909090909091,-0.4152542372881356,-0.4583333333333333,0.5,-0.5,-0.5
-0.2941176470588235,0.13636363636363624,-0.4322033898305085,-0.4583333333333333,0.5,-0.5,-0.5
-0.41176470588235303,0.0454545454545453,-0.4322033898305085,-0.4166666666666667,0.5,-0.5,-0.5
-0.32352941176470573,-0.090909090909091,-0.4152542372881356,-0.5,0.5,-0.5,-0.5
-0.176470588235294,0.18181818181818177,-0.4152542372881356,-0.4583333333333333,0.5,-0.5,-0.5
-0.35294117647058826,0.0454545454545453,-0.3983050847457627,-0.4583333333333333,0.5,-0.5,-0.5
-0.35294117647058826,-0.13636363636363646,-0.4322033898305085,-0.5,0.5,-0.5,-0.5
-0.5,-0.13636363636363646,-0.4830508474576271,-0.5,0.5,-0.5,-0.5
-0.08823529411764702,0.5,-0.4152542372881356,-0.375,0.5,-0.5,-0.5
-0.176470588235294,0.2727272727272726,-0.4491525423728814,-0.375,0.5,-0.5,-0.5
-0.26470588235294124,0.09090909090909083,-0.4322033898305085,-0.4166666666666667,0.5,-0.5,-0.5
-0.08823529411764702,0.22727272727272707,-0.3813559322033898,-0.4166666666666667,0.5,-0.5,-0.5
-0.176470588235294,0.0454545454545453,-0.3813559322033898,-0.4583333333333333,0.5,-0.5,-0.5
-0.26470588235294124,0.18181818181818177,-0.4152542372881356,-0.375,0.5,-0.5,-0.5
-0.41176470588235303,0.13636363636363624,-0.5,-0.4583333333333333,0.5,-0.5,-0.5
-0.26470588235294124,-2.220446049250313e-16,-0.3813559322033898,-0.3333333333333333,0.5,-0.5,-0.5
-0.2941176470588235,0.0454545454545453,-0.3983050847457627,-0.375,0.5,-0.5,-0.5
-0.23529411764705876,0.09090909090909083,-0.4152542372881356,-0.4583333333333333,0.5,-0.5,-0.5
-0.23529411764705876,0.0454545454545453,-0.4322033898305085,-0.4583333333333333,0.5,-0.5,-0.5
-0.3823529411764705,-0.04545454545454547,-0.3983050847457627,-0.4583333333333333,0.5,-0.5,-0.5
-0.35294117647058826,-0.090909090909091,-0.3983050847457627,-0.4583333333333333,0.5,-0.5,-0.5
-0.176470588235294,0.0454545454545453,-0.4152542372881356,-0.375,0.5,-0.5,-0.5
-0.23529411764705876,0.3636363636363633,-0.4152542372881356,-0.5,0.5,-0.5,-0.5
-0.14705882352941174,0.40909090909090906,-0.4322033898305085,-0.4583333333333333,0.5,-0.5,-0.5
-0.32352941176470573,-0.090909090909091,-0.4152542372881356,-0.4583333333333333,0.5,-0.5,-0.5
-0.14705882352941174,0.09090909090909083,-0.4491525423728814,-0.4583333333333333,0.5,-0.5,-0.5
-0.4705882352941175,-0.13636363636363646,-0.4491525423728814,-0.4583333333333333,0.5,-0.5,-0.5
-0.26470588235294124,0.0454545454545453,-0.4152542372881356,-0.4583333333333333,0.5,-0.5,-0.5
-0.2941176470588235,0.09090909090909083,-0.4491525423728814,-0.4166666666666667,0.5,-0.5,-0.5
-0.4705882352941175,-0.04545454545454547,-0.4491525423728814,-0.4583333333333333,0.5,-0.5,-0.5
-0.26470588235294124,0.22727272727272707,-0.3474576271186441,-0.375,0.5,-0.5,-0.5
-0.35294117647058826,-0.13636363636363646,-0.4322033898305085,-0.4166666666666667,0.5,-0.5,-0.5
-0.26470588235294124,0.22727272727272707,-0.3983050847457627,-0.4583333333333333,0.5,-0.5,-0.5
-0.41176470588235303,-0.04545454545454547,-0.4322033898305085,-0.4583333333333333,0.5,-0.5,-0.5
-0.20588235294117652,0.18181818181818177,-0.4152542372881356,-0.4583333333333333,0.5,-0.5,-0.5
0.11764705882352955,-0.04545454545454547,0.09322033898305082,0.08333333333333337,-0.5,0.5,-0.5
0.26470588235294124,-0.090909090909091,0.1610169491525424,0.08333333333333337,-0.5,0.5,-0.5
-0.14705882352941174,-0.4545454545454547,0.008474576271186418,0,-0.5,0.5,-0.5
-0.32352941176470573,-0.4090909090909092,-0.11016949152542377,-0.125,-0.5,0.5,-0.5
0.17647058823529405,-0.181818181818182,0.11016949152542366,0,-0.5,0.5,-0.5
-0.23529411764705876,-0.2727272727272727,-0.008474576271186474,0.04166666666666663,-0.5,0.5,-0.5
-0.02941176470588225,-0.13636363636363646,0.0423728813559322,0.08333333333333337,-0.5,0.5,-0.5
0,-0.5,0.008474576271186418,-0.125,-0.5,0.5,-0.5
-0.1176470588235295,-0.181818181818182,-0.05932203389830509,0,-0.5,0.5,-0.5
0.20588235294117652,-0.090909090909091,0.07627118644067798,0.04166666666666663,-0.5,0.5,-0.5
0.05882352941176472,-0.5,0.09322033898305082,0.08333333333333337,-0.5,0.5,-0.5
-0.1176470588235295,-0.36363636363636376,-0.008474576271186474,-0.08333333333333331,-0.5,0.5,-0.5
-0.02941176470588225,-0.04545454545454547,0.14406779661016944,0.20833333333333337,-0.5,0.5,-0.5
0.02941176470588225,-0.22727272727272746,0.008474576271186418,0,-0.5,0.5,-0.5
0.08823529411764697,-0.36363636363636376,0.1610169491525424,0.08333333333333337,-0.5,0.5,-0.5
0.02941176470588225,-0.22727272727272746,0.1271186440677966,-0.041666666666666685,-0.5,0.5,-0.5
0.11764705882352955,-0.181818181818182,0.05932203389830504,0,-0.5,0.5,-0.5
0.17647058823529405,-0.13636363636363646,0.07627118644067798,0.04166666666666663,-0.5,0.5,-0.5
0.23529411764705876,-0.22727272727272746,0.14406779661016944,0.04166666666666663,-0.5,0.5,-0.5
0.20588235294117652,-0.13636363636363646,0.17796610169491522,0.16666666666666663,-0.5,0.5,-0.5
0,-0.181818181818182,0.09322033898305082,0.08333333333333337,-0.5,0.5,-0.5
-0.14705882352941174,-0.4090909090909092,-0.025423728813559365,-0.08333333333333331,-0.5,0.5,-0.5
-0.14705882352941174,-0.4090909090909092,-0.0423728813559322,-0.125,-0.5,0.5,-0.5
-0.058823529411764774,-0.2727272727272727,-0.008474576271186474,-0.041666666666666685,-0.5,0.5,-0.5
0,-0.2727272727272727,0.19491525423728806,0.125,-0.5,0.5,-0.5
0.20588235294117652,-0.090909090909091,0.1271186440677966,0.08333333333333337,-0.5,0.5,-0.5
0.08823529411764697,-0.4545454545454547,0.07627118644067798,0,-0.5,0.5,-0.5
-0.1176470588235295,-0.13636363636363646,0.025423728813559254,0,-0.5,0.5,-0.5
-0.14705882352941174,-0.36363636363636376,0.008474576271186418,0,-0.5,0.5,-0.5
-0.14705882352941174,-0.31818181818181823,0.07627118644067798,-0.041666666666666685,-0.5,0.5,-0.5
0.02941176470588225,-0.13636363636363646,0.11016949152542366,0.04166666666666663,-0.5,0.5,-0.5
-0.058823529411764774,-0.31818181818181823,0.008474576271186418,-0.041666666666666685,-0.5,0.5,-0.5
-0.2941176470588235,-0.4545454545454547,-0.11016949152542377,-0.125,-0.5,0.5,-0.5
-0.08823529411764702,-0.13636363636363646,0.0423728813559322,-0.041666666666666685,-0.5,0.5,-0.5
-0.08823529411764702,-0.181818181818182,0.0423728813559322,0,-0.5,0.5,-0.5
0.05882352941176472,-0.181818181818182,0.05932203389830504,0,-0.5,0.5,-0.5
-0.26470588235294124,-0.36363636363636376,-0.1610169491525424,-0.08333333333333331,-0.5,0.5,-0.5
-0.08823529411764702,-0.22727272727272746,0.025423728813559254,0,-0.5,0.5,-0.5
0.08823529411764697,-2.220446049250313e-16,0.34745762711864403,0.5,-0.5,-0.5,0.5
-0.058823529411764774,-0.2727272727272727,0.19491525423728806,0.25,-0.5,-0.5,0.5
0.32352941176470573,-0.13636363636363646,0.3305084745762712,0.33333333333333337,-0.5,-0.5,0.5
0.1470588235294118,-0.13636363636363646,0.31355932203389825,0.3750000000000001,-0.5,-0.5,0.5
0.47058823529411753,-0.13636363636363646,0.44915254237288127,0.33333333333333337,-0.5,-0.5,0.5
-0.32352941176470573,-0.36363636363636376,0.09322033898305082,0.16666666666666663,-0.5,-0.5,0.5
0.38235294117647045,-0.181818181818182,0.39830508474576265,0.20833333333333337,-0.5,-0.5,0.5
0.20588235294117652,-0.36363636363636376,0.31355932203389825,0.20833333333333337,-0.5,-0.5,0.5
0.3529411764705882,0.13636363636363624,0.36440677966101687,0.5,-0.5,-0.5,0.5
0.1470588235294118,-0.04545454545454547,0.19491525423728806,0.29166666666666663,-0.5,-0.5,0.5
0.11764705882352955,-0.2727272727272727,0.22881355932203384,0.25,-0.5,-0.5,0.5
0.23529411764705876,-0.13636363636363646,0.2627118644067796,0.33333333333333337,-0.5,-0.5,0.5
-0.08823529411764702,-0.36363636363636376,0.17796610169491522,0.29166666666666663,-0.5,-0.5,0.5
-0.058823529411764774,-0.22727272727272746,0.19491525423728806,0.45833333333333326,-0.5,-0.5,0.5
0.11764705882352955,-0.04545454545454547,0.22881355932203384,0.41666666666666663,-0.5,-0.5,0.5
0.1470588235294118,-0.13636363636363646,0.2627118644067796,0.20833333333333337,-0.5,-0.5,0.5
0.5,0.22727272727272707,0.4661016949152542,0.3750000000000001,-0.5,-0.5,0.5
0.5,-0.31818181818181823,0.5,0.41666666666666663,-0.5,-0.5,0.5
0,-0.5,0.17796610169491522,0.08333333333333337,-0.5,-0.5,0.5
0.26470588235294124,-0.04545454545454547,0.2966101694915254,0.41666666666666663,-0.5,-0.5,0.5
-0.1176470588235295,-0.22727272727272746,0.1610169491525424,0.29166666666666663,-0.5,-0.5,0.5
0.08823529411764697,-0.2727272727272727,0.1610169491525424,0.20833333333333337,-0.5,-0.5,0.5
0.20588235294117652,-2.220446049250313e-16,0.2966101694915254,0.33333333333333337,-0.5,-0.5,0.5
0.05882352941176472,-0.22727272727272746,0.14406779661016944,0.20833333333333337,-0.5,-0.5,0.5
0.02941176470588225,-0.13636363636363646,0.1610169491525424,0.20833333333333337,-0.5,-0.5,0.5
0.11764705882352955,-0.22727272727272746,0.27966101694915246,0.33333333333333337,-0.5,-0.5,0.5
0.11764705882352955,-0.22727272727272746,0.27966101694915246,0.3750000000000001,-0.5,-0.5,0.5
0.08823529411764697,-0.22727272727272746,0.19491525423728806,0.08333333333333337,-0.5,-0.5,0.5
0.5,-0.13636363636363646,0.36440677966101687,0.41666666666666663,-0.5,-0.5,0.5
0.08823529411764697,0.0454545454545453,0.27966101694915246,0.45833333333333326,-0.5,-0.5,0.5
