Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
0.323529411764706,0.7727272727272726,0.11864406779661016,0.12500000000000003,1,0,0
0.2058823529411765,0.5454545454545453,0.0847457627118644,0.04166666666666667,1,0,0
0.029411764705882505,0.318181818181818,0.06779661016949151,0.04166666666666667,1,0,0
0.4411764705882352,0.818181818181818,0.033898305084745756,0.04166666666666667,1,0,0
0.23529411764705874,0.7272727272727271,0.0847457627118644,0.08333333333333333,1,0,0
0.14705882352941174,0.5454545454545453,0.15254237288135591,0.04166666666666667,1,0,0
0.2058823529411765,0.36363636363636354,0.1016949152542373,0.04166666666666667,1,0,0
0.2058823529411765,0.45454545454545453,0.033898305084745756,0.04166666666666667,1,0,0
0.17647058823529427,0.6363636363636362,0.06779661016949151,0,1,0,0
0.058823529411764754,0.04545454545454529,0.05084745762711865,0.08333333333333333,1,0,0
0.2058823529411765,0.5909090909090908,0.1016949152542373,0.20833333333333334,1,0,0
0.2058823529411765,0.4999999999999998,0.06779661016949151,0.04166666666666667,1,0,0
0.7941176470588235,0.45454545454545453,0.6271186440677966,0.5416666666666666,0,1,0
0.6470588235294118,0.27272727272727254,0.6101694915254237,0.5833333333333334,0,1,0
0.411764705882353,0.27272727272727254,0.5932203389830508,0.5,0,1,0
0.588235294117647,0.4999999999999998,0.6271186440677966,0.625,0,1,0
0.2058823529411765,-0.09090909090909098,0.423728813559322,0.375,0,1,0
0.5294117647058822,0.318181818181818,0.6271186440677966,0.5416666666666666,0,1,0
0.3823529411764705,0.36363636363636354,0.5932203389830508,0.5833333333333334,0,1,0
0.4411764705882352,0.22727272727272727,0.5254237288135593,0.375,0,1,0
0.411764705882353,0.18181818181818177,0.423728813559322,0.375,0,1,0
0.323529411764706,0.36363636363636354,0.5932203389830508,0.5833333333333334,0,1,0
0.5,0.5454545454545453,0.5932203389830508,0.625,0,1,0
0.3823529411764705,0.22727272727272727,0.5423728813559322,0.5,0,1,0
0.588235294117647,0.318181818181818,0.7796610169491525,0.7083333333333334,0,0,1
1,0.27272727272727254,0.9661016949152542,0.7916666666666666,0,0,1
0.8529411764705882,0.45454545454545453,0.847457627118644,0.7083333333333334,0,0,1
0.8529411764705882,0.36363636363636354,0.8135593220338982,0.625,0,0,1
0.911764705882353,0.27272727272727254,0.8644067796610169,0.75,0,0,1
1.0588235294117647,0.7272727272727271,0.9152542372881356,0.7916666666666666,0,0,1
0.5294117647058822,0.18181818181818177,0.7796610169491525,0.5416666666666666,0,0,1
0.7058823529411765,0.409090909090909,0.7796610169491525,0.9583333333333333,0,0,1
