Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
0.23529411764705874,0.6249999999999999,0.054545454545454515,0.04166666666666667,1,0,0
0.11764705882352951,0.5,0.036363636363636355,0.04166666666666667,1,0,0
0.088235294117647,0.4583333333333333,0.07272727272727271,0.04166666666666667,1,0,0
0.2058823529411765,0.6666666666666666,0.054545454545454515,0.04166666666666667,1,0,0
0.323529411764706,0.7916666666666665,0.10909090909090907,0.12500000000000003,1,0,0
0.088235294117647,0.5833333333333333,0.054545454545454515,0.08333333333333333,1,0,0
0.2058823529411765,0.5833333333333333,0.07272727272727271,0.04166666666666667,1,0,0
0.029411764705882505,0.3749999999999999,0.054545454545454515,0.04166666666666667,1,0,0
0.17647058823529427,0.4583333333333333,0.07272727272727271,0,1,0,0
0.323529411764706,0.7083333333333333,0.07272727272727271,0.04166666666666667,1,0,0
0.14705882352941174,0.5833333333333333,0.09090909090909091,0.04166666666666667,1,0,0
0.14705882352941174,0.41666666666666663,0.054545454545454515,0,1,0,0
0,0.41666666666666663,0,0,1,0,0
0.4411764705882352,0.8333333333333333,0.018181818181818157,0.04166666666666667,1,0,0
0.411764705882353,1,0.07272727272727271,0.12500000000000003,1,0,0
0.23529411764705874,0.6249999999999999,0.054545454545454515,0.08333333333333333,1,0,0
0.411764705882353,0.7499999999999998,0.10909090909090907,0.08333333333333333,1,0,0
0.23529411764705874,0.7499999999999998,0.07272727272727271,0.08333333333333333,1,0,0
0.23529411764705874,0.5416666666666665,0.10909090909090907,0.16666666666666669,1,0,0
0.14705882352941174,0.5833333333333333,0.14545454545454542,0.04166666666666667,1,0,0
0.2058823529411765,0.41666666666666663,0.09090909090909091,0.04166666666666667,1,0,0
0.26470588235294124,0.6249999999999999,0.07272727272727271,0.04166666666666667,1,0,0
0.26470588235294124,0.5833333333333333,0.054545454545454515,0.04166666666666667,1,0,0
0.11764705882352951,0.5,0.09090909090909091,0.04166666666666667,1,0,0
0.323529411764706,0.5833333333333333,0.07272727272727271,0.12500000000000003,1,0,0
0.35294117647058826,0.9166666666666666,0.054545454545454515,0.04166666666666667,1,0,0
0.17647058823529427,0.4583333333333333,0.07272727272727271,0.04166666666666667,1,0,0
0.2058823529411765,0.5,0.018181818181818157,0.04166666666666667,1,0,0
