Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
-0.7777777777777777,0,-0.8983050847457628,-0.9166666666666666,1,-1,-1
-0.5555555555555558,0.08333333333333304,-0.7627118644067796,-0.6666666666666666,1,-1,-1
-0.7222222222222223,0.16666666666666652,-0.6949152542372882,-0.9166666666666666,1,-1,-1
-0.4999999999999999,0.16666666666666652,-0.864406779661017,-0.9166666666666666,1,-1,-1
0.16666666666666674,0,0.18644067796610164,0.16666666666666674,-1,1,-1
-0.33333333333333337,-0.7500000000000002,0.016949152542372836,0,-1,1,-1
-0.6666666666666664,-0.6666666666666667,-0.22033898305084754,-0.25,-1,1,-1
-0.11111111111111094,-0.16666666666666674,0.0847457627118644,0.16666666666666674,-1,1,-1
-2.220446049250313e-16,-0.3333333333333336,0.016949152542372836,0,-1,1,-1
0.27777777777777746,-0.16666666666666674,0.15254237288135597,0.08333333333333326,-1,1,-1
0.3888888888888886,-0.3333333333333336,0.2881355932203389,0.08333333333333326,-1,1,-1
-0.05555555555555558,-0.41666666666666663,0.3898305084745761,0.25,-1,1,-1
-0.05555555555555558,0.16666666666666652,0.18644067796610164,0.25,-1,1,-1
0.05555555555555558,-0.2500000000000002,0.11864406779661008,0,-1,1,-1
-0.2222222222222221,-0.3333333333333336,0.05084745762711851,0,-1,1,-1
0.2222222222222221,-0.16666666666666674,0.6271186440677965,0.7500000000000002,-1,-1,1
-0.05555555555555558,-0.8333333333333333,0.35593220338983045,0.16666666666666674,-1,-1,1
0.4444444444444444,0,0.5932203389830508,0.8333333333333333,-1,-1,1
0.33333333333333326,0.08333333333333304,0.5932203389830508,0.6666666666666667,-1,-1,1
0.6111111111111112,0,0.6949152542372881,0.41666666666666674,-1,-1,1
0.05555555555555558,-0.3333333333333336,0.2881355932203389,0.41666666666666674,-1,-1,1
0.6111111111111112,-0.16666666666666674,0.6271186440677965,0.25,-1,-1,1
0.7222222222222223,-0.3333333333333336,0.7288135593220337,0.5,-1,-1,1
0.4444444444444444,-0.08333333333333337,0.4915254237288136,0.6666666666666667,-1,-1,1
0.4444444444444444,-0.08333333333333337,0.3898305084745761,0.8333333333333333,-1,-1,1
-0.16666666666666674,-0.41666666666666663,0.3898305084745761,0.5,-1,-1,1
0.33333333333333326,-0.16666666666666674,0.423728813559322,0.8333333333333333,-1,-1,1
-0.11111111111111094,-0.16666666666666674,0.3898305084745761,0.41666666666666674,-1,-1,1
