Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
-0.352941176470588,0.5454545454545452,-0.7627118644067796,-0.75,1,-1,-1
-0.588235294117647,0.0909090909090906,-0.8305084745762712,-0.9166666666666666,1,-1,-1
-0.941176470588235,-0.363636363636364,-0.864406779661017,-0.9166666666666666,1,-1,-1
-0.11764705882352955,0.636363636363636,-0.9322033898305084,-0.9166666666666666,1,-1,-1
-0.5294117647058825,0.45454545454545414,-0.8305084745762712,-0.8333333333333334,1,-1,-1
-0.7058823529411765,0.0909090909090906,-0.6949152542372882,-0.9166666666666666,1,-1,-1
-0.588235294117647,-0.27272727272727293,-0.7966101694915254,-0.9166666666666666,1,-1,-1
-0.588235294117647,-0.09090909090909094,-0.9322033898305084,-0.9166666666666666,1,-1,-1
-0.6470588235294115,0.2727272727272725,-0.864406779661017,-1,1,-1,-1
-0.8823529411764705,-0.9090909090909094,-0.8983050847457628,-0.8333333333333334,1,-1,-1
-0.588235294117647,0.18181818181818166,-0.7966101694915254,-0.5833333333333333,1,-1,-1
-0.588235294117647,-4.440892098500626e-16,-0.864406779661017,-0.9166666666666666,1,-1,-1
0.588235294117647,-0.09090909090909094,0.2542372881355932,0.08333333333333326,-1,1,-1
0.2941176470588236,-0.4545454545454549,0.22033898305084731,0.16666666666666674,-1,1,-1
-0.17647058823529405,-0.4545454545454549,0.18644067796610164,0,-1,1,-1
0.17647058823529393,-4.440892098500626e-16,0.2542372881355932,0.25,-1,1,-1
-0.588235294117647,-1.1818181818181819,-0.15254237288135597,-0.25,-1,1,-1
0.0588235294117645,-0.363636363636364,0.2542372881355932,0.08333333333333326,-1,1,-1
-0.235294117647059,-0.27272727272727293,0.18644067796610164,0.16666666666666674,-1,1,-1
-0.11764705882352955,-0.5454545454545454,0.05084745762711851,-0.25,-1,1,-1
-0.17647058823529405,-0.6363636363636365,-0.15254237288135597,-0.25,-1,1,-1
-0.352941176470588,-0.27272727272727293,0.18644067796610164,0.16666666666666674,-1,1,-1
0,0.0909090909090906,0.18644067796610164,0.25,-1,1,-1
-0.235294117647059,-0.5454545454545454,0.0847457627118644,0,-1,1,-1
0.17647058823529393,-0.363636363636364,0.5593220338983049,0.41666666666666674,-1,-1,1
1,-0.4545454545454549,0.9322033898305084,0.5833333333333333,-1,-1,1
0.7058823529411764,-0.09090909090909094,0.6949152542372881,0.41666666666666674,-1,-1,1
0.7058823529411764,-0.27272727272727293,0.6271186440677965,0.25,-1,-1,1
0.8235294117647061,-0.4545454545454549,0.7288135593220337,0.5,-1,-1,1
1.1176470588235294,0.45454545454545414,0.8305084745762712,0.5833333333333333,-1,-1,1
0.0588235294117645,-0.6363636363636365,0.5593220338983049,0.08333333333333326,-1,-1,1
0.41176470588235303,-0.181818181818182,0.5593220338983049,0.9166666666666665,-1,-1,1
