Sepal.Length,Sepal.Width,Petal.Length,Petal.Width,Species.setosa,Species.versicolor,Species.virginica
-0.5294117647058825,0.18181818181818166,-0.864406779661017,-0.9166666666666666,1,-1,-1
-0.6470588235294115,-0.27272727272727293,-0.864406779661017,-0.9166666666666666,1,-1,-1
-0.764705882352941,-0.09090909090909094,-0.8983050847457628,-0.9166666666666666,1,-1,-1
-0.8235294117647061,-0.181818181818182,-0.8305084745762712,-0.9166666666666666,1,-1,-1
-0.588235294117647,0.2727272727272725,-0.864406779661017,-0.9166666666666666,1,-1,-1
-0.8235294117647061,0.0909090909090906,-0.864406779661017,-0.8333333333333334,1,-1,-1
-0.6470588235294115,-0.181818181818182,-0.8305084745762712,-1,1,-1,-1
-0.352941176470588,0.36363636363636354,-0.8305084745762712,-0.9166666666666666,1,-1,-1
-0.7058823529411765,0.0909090909090906,-0.7966101694915254,-0.9166666666666666,1,-1,-1
-0.7058823529411765,-0.27272727272727293,-0.864406779661017,-1,1,-1,-1
-1,-0.27272727272727293,-0.9661016949152542,-1,1,-1,-1
-0.17647058823529405,1,-0.8305084745762712,-0.75,1,-1,-1
-0.352941176470588,0.5454545454545452,-0.8983050847457628,-0.75,1,-1,-1
-0.5294117647058825,0.18181818181818166,-0.864406779661017,-0.8333333333333334,1,-1,-1
-0.17647058823529405,0.45454545454545414,-0.7627118644067796,-0.8333333333333334,1,-1,-1
-0.352941176470588,0.0909090909090906,-0.7627118644067796,-0.9166666666666666,1,-1,-1
-0.5294117647058825,0.36363636363636354,-0.8305084745762712,-0.75,1,-1,-1
-0.8235294117647061,0.2727272727272725,-1,-0.9166666666666666,1,-1,-1
-0.5294117647058825,-4.440892098500626e-16,-0.7627118644067796,-0.6666666666666666,1,-1,-1
-0.588235294117647,0.0909090909090906,-0.7966101694915254,-0.75,1,-1,-1
-0.47058823529411753,0.18181818181818166,-0.8305084745762712,-0.9166666666666666,1,-1,-1
-0.47058823529411753,0.0909090909090906,-0.864406779661017,-0.9166666666666666,1,-1,-1
-0.764705882352941,-0.09090909090909094,-0.7966101694915254,-0.9166666666666666,1,-1,-1
-0.7058823529411765,-0.181818181818182,-0.7966101694915254,-0.9166666666666666,1,-1,-1
-0.352941176470588,0.0909090909090906,-0.8305084745762712,-0.75,1,-1,-1
-0.47058823529411753,0.7272727272727266,-0.8305084745762712,-1,1,-1,-1
-0.2941176470588235,0.8181818181818181,-0.864406779661017,-0.9166666666666666,1,-1,-1
-0.6470588235294115,-0.181818181818182,-0.8305084745762712,-0.9166666666666666,1,-1,-1
-0.2941176470588235,0.18181818181818166,-0.8983050847457628,-0.9166666666666666,1,-1,-1
-0.941176470588235,-0.27272727272727293,-0.8983050847457628,-0.9166666666666666,1,-1,-1
-0.5294117647058825,0.0909090909090906,-0.8305084745762712,-0.9166666666666666,1,-1,-1
-0.588235294117647,0.18181818181818166,-0.8983050847457628,-0.8333333333333334,1,-1,-1
-0.941176470588235,-0.09090909090909094,-0.8983050847457628,-0.9166666666666666,1,-1,-1
-0.5294117647058825,0.45454545454545414,-0.6949152542372882,-0.75,1,-1,-1
-0.7058823529411765,-0.27272727272727293,-0.864406779661017,-0.8333333333333334,1,-1,-1
-0.5294117647058825,0.45454545454545414,-0.7966101694915254,-0.9166666666666666,1,-1,-1
-0.8235294117647061,-0.09090909090909094,-0.864406779661017,-0.9166666666666666,1,-1,-1
-0.41176470588235303,0.36363636363636354,-0.8305084745762712,-0.9166666666666666,1,-1,-1
0.2352941176470591,-0.09090909090909094,0.18644067796610164,0.16666666666666674,-1,1,-1
0.5294117647058825,-0.181818181818182,0.3220338983050848,0.16666666666666674,-1,1,-1
-0.2941176470588235,-0.9090909090909094,0.016949152542372836,0,-1,1,-1
-0.6470588235294115,-0.8181818181818185,-0.22033898305084754,-0.25,-1,1,-1
0.3529411764705881,-0.363636363636364,0.22033898305084731,0,-1,1,-1
-0.47058823529411753,-0.5454545454545454,-0.016949152542372947,0.08333333333333326,-1,1,-1
-0.0588235294117645,-0.27272727272727293,0.0847457627118644,0.16666666666666674,-1,1,-1
0,-1,0.016949152542372836,-0.25,-1,1,-1
-0.235294117647059,-0.363636363636364,-0.11864406779661019,0,-1,1,-1
0.41176470588235303,-0.181818181818182,0.15254237288135597,0.08333333333333326,-1,1,-1
0.11764705882352944,-1,0.18644067796610164,0.16666666666666674,-1,1,-1
-0.235294117647059,-0.7272727272727275,-0.016949152542372947,-0.16666666666666663,-1,1,-1
-0.0588235294117645,-0.09090909090909094,0.2881355932203389,0.41666666666666674,-1,1,-1
0.0588235294117645,-0.4545454545454549,0.016949152542372836,0,-1,1,-1
0.17647058823529393,-0.7272727272727275,0.3220338983050848,0.16666666666666674,-1,1,-1
0.0588235294117645,-0.4545454545454549,0.2542372881355932,-0.08333333333333337,-1,1,-1
0.2352941176470591,-0.363636363636364,0.11864406779661008,0,-1,1,-1
0.3529411764705881,-0.27272727272727293,0.15254237288135597,0.08333333333333326,-1,1,-1
0.47058823529411753,-0.4545454545454549,0.2881355932203389,0.08333333333333326,-1,1,-1
0.41176470588235303,-0.27272727272727293,0.35593220338983045,0.33333333333333326,-1,1,-1
0,-0.363636363636364,0.18644067796610164,0.16666666666666674,-1,1,-1
-0.2941176470588235,-0.8181818181818185,-0.05084745762711873,-0.16666666666666663,-1,1,-1
-0.2941176470588235,-0.8181818181818185,-0.0847457627118644,-0.25,-1,1,-1
-0.11764705882352955,-0.5454545454545454,-0.016949152542372947,-0.08333333333333337,-1,1,-1
0,-0.5454545454545454,0.3898305084745761,0.25,-1,1,-1
0.41176470588235303,-0.181818181818182,0.2542372881355932,0.16666666666666674,-1,1,-1
0.17647058823529393,-0.9090909090909094,0.15254237288135597,0,-1,1,-1
-0.235294117647059,-0.27272727272727293,0.05084745762711851,0,-1,1,-1
